"","nconst","tconst","ordering","category","primaryName","primaryProfession"
"380","nm0000044","0051036",1,"actor","Burt Lancaster","actor,producer,miscellaneous"
"381","nm0000044","0080388",1,"actor","Burt Lancaster","actor,producer,miscellaneous"
"382","nm0000044","0065377",1,"actor","Burt Lancaster","actor,producer,miscellaneous"
"383","nm0000044","0085859",1,"actor","Burt Lancaster","actor,producer,miscellaneous"
"384","nm0000046","0044081",1,"actress","Vivien Leigh","actress,soundtrack,writer"
"385","nm0000046","0040098",1,"actress","Vivien Leigh","actress,soundtrack,writer"
"386","nm0000047","0046731",2,"actress","Sophia Loren","actress,soundtrack"
"387","nm0000047","0058335",1,"actress","Sophia Loren","actress,soundtrack"
"388","nm0000047","0054847",2,"actress","Sophia Loren","actress,soundtrack"
"389","nm0000048","0022100",1,"actor","Peter Lorre","actor,soundtrack,writer"
"390","nm0000048","0040214",3,"actor","Peter Lorre","actor,soundtrack,writer"
"391","nm0000048","0046672",4,"actor","Peter Lorre","actor,soundtrack,writer"
"392","nm0000049","0062467",10,"composer","Henry Mancini","music_department,soundtrack,composer"
"393","nm0000049","0058324",9,"composer","Henry Mancini","music_department,soundtrack,composer"
"394","nm0000049","0062407",7,"composer","Henry Mancini","music_department,soundtrack,composer"
"395","nm0000049","0052311",9,"composer","Henry Mancini","music_department,soundtrack,composer"
"396","nm0000049","0065611",7,"composer","Henry Mancini","music_department,soundtrack,composer"
"397","nm0000049","0082766",10,"composer","Henry Mancini","music_department,soundtrack,composer"
"398","nm0000049","0063415",8,"composer","Henry Mancini","music_department,soundtrack,composer"
"399","nm0000049","0058586",9,"composer","Henry Mancini","music_department,soundtrack,composer"
"400","nm0000050","0023027",1,"actor","Groucho Marx","soundtrack,actor,writer"
"401","nm0000050","0023969",1,"actor","Groucho Marx","soundtrack,actor,writer"
"402","nm0000050","0028772",1,"actor","Groucho Marx","soundtrack,actor,writer"
"403","nm0000050","0022158",1,"actor","Groucho Marx","soundtrack,actor,writer"
"404","nm0000050","0019777",1,"actor","Groucho Marx","soundtrack,actor,writer"
"405","nm0000051","0045943",3,"actor","James Mason","actor,producer,writer"
"406","nm0000051","0052948",1,"actor","James Mason","actor,producer,writer"
"407","nm0000051","0040221",1,"actor","James Mason","actor,producer,writer"
"408","nm0000051","0046672",2,"actor","James Mason","actor,producer,writer"
"409","nm0000051","0063991",1,"actor","James Mason","actor,producer,writer"
"410","nm0000051","0039677",1,"actor","James Mason","actor,producer,writer"
"411","nm0000051","0053125",3,"actor","James Mason","actor,producer,writer"
"412","nm0000051","0084855",4,"actor","James Mason","actor,producer,writer"
"413","nm0000051","0060453",1,"actor","James Mason","actor,producer,writer"
"414","nm0000051","0083908",2,"actor","James Mason","actor,producer,writer"
"415","nm0000052","0056801",1,"actor","Marcello Mastroianni","actor,soundtrack,producer"
"416","nm0000052","0117968",1,"actor","Marcello Mastroianni","actor,soundtrack,producer"
"417","nm0000052","0058335",2,"actor","Marcello Mastroianni","actor,soundtrack,producer"
"418","nm0000052","0054130",2,"actor","Marcello Mastroianni","actor,soundtrack,producer"
"419","nm0000052","0081616",4,"actor","Marcello Mastroianni","actor,soundtrack,producer"
"420","nm0000052","0053779",1,"actor","Marcello Mastroianni","actor,soundtrack,producer"
"421","nm0000053","0050397",2,"actor","Robert Mitchum","actor,soundtrack,producer"
"422","nm0000053","0039286",2,"actor","Robert Mitchum","actor,soundtrack,producer"
"423","nm0000053","0050356",1,"actor","Robert Mitchum","actor,soundtrack,producer"
"424","nm0000053","0048424",1,"actor","Robert Mitchum","actor,soundtrack,producer"
"425","nm0000053","0050490",1,"actor","Robert Mitchum","actor,soundtrack,producer"
"426","nm0000053","0048432",3,"actor","Robert Mitchum","actor,soundtrack,producer"
"427","nm0000053","0039689",1,"actor","Robert Mitchum","actor,soundtrack,producer"
"428","nm0000054","0048605",1,"actress","Marilyn Monroe","soundtrack,actress,writer"
"429","nm0000054","0053291",1,"actress","Marilyn Monroe","soundtrack,actress,writer"
"430","nm0000054","0045810",2,"actress","Marilyn Monroe","soundtrack,actress,writer"
"431","nm0000054","0054022",1,"actress","Marilyn Monroe","soundtrack,actress,writer"
"432","nm0000054","0044502",4,"actress","Marilyn Monroe","soundtrack,actress,writer"
"433","nm0000054","0045891",1,"actress","Marilyn Monroe","soundtrack,actress,writer"
"434","nm0000054","0050861",1,"actress","Marilyn Monroe","soundtrack,actress,writer"
"435","nm0000054","0055184",2,"actress","Marilyn Monroe","soundtrack,actress,writer"
"436","nm0000055","0044100",10,"composer","Alfred Newman","music_department,composer,soundtrack"
"437","nm0000055","0035360",9,"composer","Alfred Newman","music_department,composer,soundtrack"
"438","nm0000055","0048605",8,"composer","Alfred Newman","music_department,composer,soundtrack"
"439","nm0000055","0065377",9,"composer","Alfred Newman","music_department,composer,soundtrack"
"440","nm0000055","0041587",9,"composer","Alfred Newman","music_department,composer,soundtrack"
"441","nm0000055","0042792",9,"composer","Alfred Newman","music_department,composer,soundtrack"
"442","nm0000055","0042192",8,"composer","Alfred Newman","music_department,composer,soundtrack"
"443","nm0000056","0110074",2,"actor","Paul Newman","actor,producer,director"
"444","nm0000056","0064115",1,"actor","Paul Newman","actor,producer,director"
"445","nm0000056","0084855",1,"actor","Paul Newman","actor,producer,director"
"446","nm0000056","0053804",1,"actor","Paul Newman","actor,producer,director"
"447","nm0000056","0061512",1,"actor","Paul Newman","actor,producer,director"
"448","nm0000056","0061107",1,"actor","Paul Newman","actor,producer,director"
"449","nm0000056","0054997",1,"actor","Paul Newman","actor,producer,director"
"450","nm0000056","0051459",2,"actor","Paul Newman","actor,producer,director"
"451","nm0000056","0097336",1,"actor","Paul Newman","actor,producer,director"
"452","nm0000057","0056800",3,"actor","David Niven","actor,producer,soundtrack"
"453","nm0000057","0038733",1,"actor","David Niven","actor,producer,soundtrack"
"454","nm0000057","0054953",1,"actor","David Niven","actor,producer,soundtrack"
"455","nm0000057","0057878",2,"actor","David Niven","actor,producer,soundtrack"
"456","nm0000057","0061452",1,"actor","David Niven","actor,producer,soundtrack"
"457","nm0000057","0052182",3,"actor","David Niven","actor,producer,soundtrack"
"458","nm0000057","0029929",4,"actor","David Niven","actor,producer,soundtrack"
"459","nm0000057","0030044",3,"actor","David Niven","actor,producer,soundtrack"
"460","nm0000057","0040183",1,"actor","David Niven","actor,producer,soundtrack"
"461","nm0000057","0040321",1,"actor","David Niven","actor,producer,soundtrack"
"462","nm0000058","0045061",2,"actress","Maureen O'Hara","actress,soundtrack"
"463","nm0000059","0058997",3,"actor","Laurence Olivier","actor,producer,director"
"464","nm0000059","0054331",2,"actor","Laurence Olivier","actor,producer,director"
"465","nm0000059","0082186",1,"actor","Laurence Olivier","actor,producer,director"
"466","nm0000059","0050861",2,"actor","Laurence Olivier","actor,producer,director"
"467","nm0000059","0040416",1,"actor","Laurence Olivier","actor,producer,director"
"468","nm0000059","0069281",1,"actor","Laurence Olivier","actor,producer,director"
"469","nm0000060","0039694",1,"actor","Gregory Peck","actor,producer,soundtrack"
"470","nm0000060","0038499",3,"actor","Gregory Peck","actor,producer,soundtrack"
"471","nm0000060","0046250",1,"actor","Gregory Peck","actor,producer,soundtrack"
"472","nm0000060","0038109",2,"actor","Gregory Peck","actor,producer,soundtrack"
"473","nm0000060","0045162",1,"actor","Gregory Peck","actor,producer,soundtrack"
"474","nm0000060","0054953",2,"actor","Gregory Peck","actor,producer,soundtrack"
"475","nm0000061","0035360",1,"actor","Tyrone Power","actor,soundtrack,producer"
"476","nm0000061","0051201",1,"actor","Tyrone Power","actor,soundtrack,producer"
"477","nm0000062","0058725",1,"actor","Elvis Presley","soundtrack,actor,music_department"
"478","nm0000063","0046731",1,"actor","Anthony Quinn","actor,producer,soundtrack"
"479","nm0000063","0036244",4,"actor","Anthony Quinn","actor,producer,soundtrack"
"480","nm0000063","0054953",3,"actor","Anthony Quinn","actor,producer,soundtrack"
"481","nm0000064","0037469",1,"actor","Edward G. Robinson","actor,soundtrack,writer"
"482","nm0000064","0036775",3,"actor","Edward G. Robinson","actor,soundtrack,writer"
"483","nm0000064","0049833",4,"actor","Edward G. Robinson","actor,soundtrack,writer"
"484","nm0000064","0038057",1,"actor","Edward G. Robinson","actor,soundtrack,writer"
"485","nm0000064","0021079",1,"actor","Edward G. Robinson","actor,soundtrack,writer"
"486","nm0000065","0059229",9,"composer","Nino Rota","composer,soundtrack,music_department"
"487","nm0000065","0052861",10,"composer","Nino Rota","composer,soundtrack,music_department"
"488","nm0000065","0056801",10,"composer","Nino Rota","composer,soundtrack,music_department"
"489","nm0000065","0066549",10,"composer","Nino Rota","composer,soundtrack,music_department"
"490","nm0000065","0068646",8,"composer","Nino Rota","composer,soundtrack,music_department"
"491","nm0000065","0050783",10,"composer","Nino Rota","composer,soundtrack,music_department"
"492","nm0000066","0045810",1,"actress","Jane Russell","actress,soundtrack,producer"
"493","nm0000067","0037884",8,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"494","nm0000067","0036323",10,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"495","nm0000067","0036775",8,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"496","nm0000067","0036367",8,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"497","nm0000067","0054847",10,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"498","nm0000067","0080025",9,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"499","nm0000067","0042208",9,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"500","nm0000067","0040242",10,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"501","nm0000067","0041090",9,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"502","nm0000067","0045943",8,"composer","Miklós Rózsa","music_department,composer,soundtrack"
"503","nm0000068","0039441",1,"actor","Randolph Scott","actor,producer,soundtrack"
"504","nm0000069","0048432",2,"actor","Frank Sinatra","soundtrack,actor,producer"
"505","nm0000069","0048140",3,"actor","Frank Sinatra","soundtrack,actor,producer"
"506","nm0000069","0041716",2,"actor","Frank Sinatra","soundtrack,actor,producer"
"507","nm0000069","0037514",1,"actor","Frank Sinatra","soundtrack,actor,producer"
"508","nm0000070","0023582",9,"composer","Max Steiner","music_department,composer,soundtrack"
"509","nm0000070","0041386",8,"composer","Max Steiner","music_department,composer,soundtrack"
"510","nm0000070","0036613",9,"composer","Max Steiner","music_department,composer,soundtrack"
"511","nm0000070","0038355",10,"composer","Max Steiner","music_department,composer,soundtrack"
"512","nm0000070","0030044",10,"composer","Max Steiner","music_department,composer,soundtrack"
"513","nm0000070","0040897",8,"composer","Max Steiner","music_department,composer,soundtrack"
"514","nm0000070","0035140",9,"composer","Max Steiner","music_department,composer,soundtrack"
"515","nm0000070","0037280",10,"composer","Max Steiner","music_department,composer,soundtrack"
"516","nm0000070","0049730",8,"composer","Max Steiner","music_department,composer,soundtrack"
"517","nm0000070","0023238",9,"composer","Max Steiner","music_department,composer,soundtrack"
"518","nm0000070","0036515",9,"composer","Max Steiner","music_department,composer,soundtrack"
"519","nm0000071","0052357",1,"actor","James Stewart","actor,soundtrack,director"
"520","nm0000071","0052561",1,"actor","James Stewart","actor,soundtrack,director"
"521","nm0000071","0038650",1,"actor","James Stewart","actor,soundtrack,director"
"522","nm0000071","0040746",1,"actor","James Stewart","actor,soundtrack,director"
"523","nm0000071","0047396",1,"actor","James Stewart","actor,soundtrack,director"
"524","nm0000071","0040202",1,"actor","James Stewart","actor,soundtrack,director"
"525","nm0000071","0042546",1,"actor","James Stewart","actor,soundtrack,director"
"526","nm0000071","0059183",1,"actor","James Stewart","actor,soundtrack,director"
"527","nm0000071","0047030",1,"actor","James Stewart","actor,soundtrack,director"
"528","nm0000072","0053318",1,"actress","Elizabeth Taylor","actress,soundtrack,producer"
"529","nm0000072","0041594",4,"actress","Elizabeth Taylor","actress,soundtrack,producer"
"530","nm0000072","0061184",1,"actress","Elizabeth Taylor","actress,soundtrack,producer"
"531","nm0000072","0051459",1,"actress","Elizabeth Taylor","actress,soundtrack,producer"
"532","nm0000072","0037120",2,"actress","Elizabeth Taylor","actress,soundtrack,producer"
"533","nm0000073","0036940",3,"actress","Shirley Temple","actress,soundtrack,writer"
"534","nm0000073","0037280",4,"actress","Shirley Temple","actress,soundtrack,writer"
"535","nm0000074","0039420",1,"actress","Gene Tierney","actress,soundtrack"
"536","nm0000074","0035360",2,"actress","Gene Tierney","actress,soundtrack"
"537","nm0000074","0037008",1,"actress","Gene Tierney","actress,soundtrack"
"538","nm0000075","0061735",1,"actor","Spencer Tracy","actor,soundtrack"
"539","nm0000075","0035567",1,"actor","Spencer Tracy","actor,soundtrack"
"540","nm0000075","0029942",1,"actor","Spencer Tracy","actor,soundtrack"
"541","nm0000075","0041090",1,"actor","Spencer Tracy","actor,soundtrack"
"542","nm0000075","0053946",1,"actor","Spencer Tracy","actor,soundtrack"
"543","nm0000075","0050307",1,"actor","Spencer Tracy","actor,soundtrack"
"544","nm0000076","0055032",5,"director","François Truffaut","writer,director,producer"
"545","nm0000076","0085276",6,"writer","François Truffaut","writer,director,producer"
"546","nm0000076","0064990",5,"director","François Truffaut","writer,director,producer"
"547","nm0000076","0060390",5,"director","François Truffaut","writer,director,producer"
"548","nm0000076","0053198",5,"director","François Truffaut","writer,director,producer"
"549","nm0000076","0061955",5,"director","François Truffaut","writer,director,producer"
"550","nm0000076","0082370",5,"director","François Truffaut","writer,director,producer"
"551","nm0000076","0053472",6,"writer","François Truffaut","writer,director,producer"
"552","nm0000077","0052151",9,"composer","Franz Waxman","music_department,composer,soundtrack"
"553","nm0000077","0037954",10,"composer","Franz Waxman","music_department,composer,soundtrack"
"554","nm0000077","0053131",9,"composer","Franz Waxman","music_department,composer,soundtrack"
"555","nm0000077","0035567",10,"composer","Franz Waxman","music_department,composer,soundtrack"
"556","nm0000077","0043014",8,"composer","Franz Waxman","music_department,composer,soundtrack"
"557","nm0000077","0047396",8,"composer","Franz Waxman","music_department,composer,soundtrack"
"558","nm0000077","0037094",9,"composer","Franz Waxman","music_department,composer,soundtrack"
"559","nm0000077","0036230",10,"composer","Franz Waxman","music_department,composer,soundtrack"
"560","nm0000077","0054343",8,"composer","Franz Waxman","music_department,composer,soundtrack"
"561","nm0000077","0050933",9,"composer","Franz Waxman","music_department,composer,soundtrack"
"562","nm0000078","0063060",1,"actor","John Wayne","actor,producer,soundtrack"
"563","nm0000078","0049730",1,"actor","John Wayne","actor,producer,soundtrack"
"564","nm0000078","0045061",1,"actor","John Wayne","actor,producer,soundtrack"
"565","nm0000078","0065126",1,"actor","John Wayne","actor,producer,soundtrack"
"566","nm0000078","0053221",1,"actor","John Wayne","actor,producer,soundtrack"
"567","nm0000078","0040724",1,"actor","John Wayne","actor,producer,soundtrack"
"568","nm0000079","0060782",1,"actress","Raquel Welch","actress,soundtrack,producer"
"569","nm0000079","0060397",2,"actress","Raquel Welch","actress,soundtrack,producer"
"570","nm0000079","0061391",4,"actress","Raquel Welch","actress,soundtrack,producer"
